📺央视频道,#genre#
CCTV-1,https://live.264788.xyz/channel/cctv1?streamid=cccb6b9cad34d95eaf06a39fcf6acd9e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-1,https://live.264788.xyz/channel/cctv1?streamid=478674d2f4e92891de4f30951016036f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-1,https://live.264788.xyz/channel/cctv1?streamid=40cf2f40582b104fb087535f9601ea19&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-1,http://107.150.60.122/live/cctv1hd.m3u8
CCTV-1,http://207.56.13.146:81/cdnlive/cctv1.m3u8
CCTV-1,http://192.151.150.154/live/cctv1hd.m3u8
CCTV-1,http://198.204.228.26/live/cctv1hd.m3u8
CCTV-1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-1,http://69.30.245.50/live/cctv1.m3u8
CCTV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV-1,http://m.061899.xyz/mg/cctv1
CCTV-1,http://j.s.bkpcp.top/jj/cctv1
CCTV-1,http://t.061899.xyz/tl/dq.php?id=cctv1
CCTV-1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV-1,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-1,http://go.bkpcp.top/mg/cctv1
CCTV-1,http://118.193.115.2:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-1,http://39.165.39.49:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-1,http://120.233.73.4:19901/tsfile/live/1020_1.m3u8?key=txiptv
CCTV-2,http://63.141.230.178/live/cctv2hd.m3u8
CCTV-2,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-2,http://69.30.245.50/live/cctv2.m3u8
CCTV-2,http://bztv.tvbus.cc:8081/cdnlive/cctv2.m3u8
CCTV-2,http://192.151.150.154/live/cctv2hd.m3u8
CCTV-2,http://107.150.60.122/live/cctv2hd.m3u8
CCTV-2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv2hd
CCTV-2,http://198.204.228.26/live/cctv2hd.m3u8
CCTV-2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV-2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV-2,https://iptv.catvod.com/live.php?token=ca6bb3460bd2b9c301bd45c0a3f218c58c5731e45cfdcbae5f659928ee73fa1d&id=CCTV2&line=3
CCTV-2,http://t.061899.xyz/tl/dq.php?id=cctv2
CCTV-2,https://iptv.catvod.com/catvod?id=CCTV2&line=4
CCTV-2,https://iptv.catvod.com/catvod?id=CCTV2&line=6
CCTV-2,https://iptv.catvod.com/live.php?token=ca6bb3460bd2b9c301bd45c0a3f218c58c5731e45cfdcbae5f659928ee73fa1d&id=CCTV2&line=5
CCTV-2,https://iptv.catvod.com/live.php?token=ca6bb3460bd2b9c301bd45c0a3f218c58c5731e45cfdcbae5f659928ee73fa1d&id=CCTV2&line=4
CCTV-2,https://iptv.catvod.com/catvod?id=CCTV2&line=2
CCTV-2,https://iptv.catvod.com/live.php?token=ca6bb3460bd2b9c301bd45c0a3f218c58c5731e45cfdcbae5f659928ee73fa1d&id=CCTV2&line=7
CCTV-2,https://iptv.catvod.com/catvod?id=CCTV2&line=5
CCTV-2,https://iptv.catvod.com/catvod?id=CCTV2&line=3
CCTV-3,https://live.264788.xyz/channel/cctv3?streamid=bf8db09e1cc53a2b7ab59e4f4ed11a20&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV-3,http://j.s.bkpcp.top/jj/cctv3
CCTV-3,http://207.56.13.146:81/cdnlive/cctv3.m3u8
CCTV-3,http://69.30.245.50/live/cctv3.m3u8
CCTV-3,http://192.151.150.154/live/cctv3hd.m3u8
CCTV-3,http://t.061899.xyz/tl/dq.php?id=cctv3
CCTV-3,http://m.061899.xyz/mg/cctv3
CCTV-3,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-3,http://107.150.60.122/live/cctv3hd.m3u8
CCTV-3,http://go.bkpcp.top/mg/cctv3
CCTV-3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
CCTV-3,https://iptv.catvod.com/catvod?id=CCTV3&line=5
CCTV-3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv3hd
CCTV-3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-3,http://39.165.39.49:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://198.204.228.26/live/cctv3hd.m3u8
CCTV-3,https://iptv.catvod.com/live.php?token=d7857a8575fae43d4b136c2278214abbeec87197b78f7717cfc3c75e830f02a7&id=CCTV3&line=7
CCTV-3,https://iptv.catvod.com/catvod?id=CCTV3&line=1
CCTV-3,https://iptv.catvod.com/live.php?token=ca6bb3460bd2b9c301bd45c0a3f218c58c5731e45cfdcbae5f659928ee73fa1d&id=CCTV3&line=1
CCTV-4,http://47.100.29.86:28888/shyd/cms001/ch00000090990000001221/index.m3u8
CCTV-4,http://47.100.29.86:28888/shyd/cms001/ch00000090990000001011/index.m3u8
CCTV-4,https://live.264788.xyz/channel/cctv4?streamid=cc1a7c2d76ea7e0ab85515d9318d6a67&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-4,http://38.75.136.137:98/gslb/dsdqpub/cctv4.m3u8?auth=testpub
CCTV-4,http://t.061899.xyz/tl/dq.php?id=cctv4
CCTV-4,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-4,http://m.061899.xyz/mg/cctv4
CCTV-4,http://go.bkpcp.top/mg/cctv4
CCTV-4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV-4,http://j.s.bkpcp.top/jj/cctv4
